,log_id,problem_id,user_id,is_correct,attempts,score_x,submit_time,concept_id,title,content,option,answer,score_y,type,typetext,location,context_id,exercise_id,language
833,29075619_412357,Pm_412357,U_29075619,0,1,0.0,2020-06-19 15:30:48,K_代码段_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,在8088/8086系统中，程序代码被存放在（    ）,"{'A': '代码段或数据段', 'B': '数据段或附加段', 'C': '代码段或堆栈段', 'D': '只能存放在代码段'}","[""D""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
834,29075619_412357,Pm_412357,U_29075619,0,1,0.0,2020-06-19 15:30:48,K_代码段_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,在8088/8086系统中，程序代码被存放在（    ）,"{'A': '代码段或数据段', 'B': '数据段或附加段', 'C': '代码段或堆栈段', 'D': '只能存放在代码段'}","[""D""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
835,29075619_412357,Pm_412357,U_29075619,0,1,0.0,2020-06-19 15:30:48,K_数据段_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,在8088/8086系统中，程序代码被存放在（    ）,"{'A': '代码段或数据段', 'B': '数据段或附加段', 'C': '代码段或堆栈段', 'D': '只能存放在代码段'}","[""D""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
836,29075619_412357,Pm_412357,U_29075619,0,1,0.0,2020-06-19 15:30:48,K_数据段_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,在8088/8086系统中，程序代码被存放在（    ）,"{'A': '代码段或数据段', 'B': '数据段或附加段', 'C': '代码段或堆栈段', 'D': '只能存放在代码段'}","[""D""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
837,29075619_412358,Pm_412358,U_29075619,1,1,1.0,2020-06-19 15:31:02,K_总线_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,8086发现READY引脚变为0时，它将在当前总线周期中插入（    ）周期。,"{'A': '总线周期', 'B': '时钟周期', 'C': '空闲周期', 'D': '查询周期'}","[""B""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
838,29075619_412359,Pm_412359,U_29075619,0,1,0.0,2020-06-19 15:31:10,K_逻辑地址_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,以下说法中，不正确的是（    ）,"{'A': '每个内存单元在整个内存空间中都具有惟一的地址', 'B': '8088/8086CPU系统中，每个内存单元地址都可以表示为32位的逻辑地址。', 'C': '在8088/8086CPU系统中，偏移地址可以是16bit或8bit，但段基地址必须是16bit。', 'D': '在8088/8086CPU系统中，20bit地址一定是物理地址。'}","[""C""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
839,29075619_412359,Pm_412359,U_29075619,0,1,0.0,2020-06-19 15:31:10,K_地址_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,以下说法中，不正确的是（    ）,"{'A': '每个内存单元在整个内存空间中都具有惟一的地址', 'B': '8088/8086CPU系统中，每个内存单元地址都可以表示为32位的逻辑地址。', 'C': '在8088/8086CPU系统中，偏移地址可以是16bit或8bit，但段基地址必须是16bit。', 'D': '在8088/8086CPU系统中，20bit地址一定是物理地址。'}","[""C""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
840,29075619_412359,Pm_412359,U_29075619,0,1,0.0,2020-06-19 15:31:10,K_地址_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,以下说法中，不正确的是（    ）,"{'A': '每个内存单元在整个内存空间中都具有惟一的地址', 'B': '8088/8086CPU系统中，每个内存单元地址都可以表示为32位的逻辑地址。', 'C': '在8088/8086CPU系统中，偏移地址可以是16bit或8bit，但段基地址必须是16bit。', 'D': '在8088/8086CPU系统中，20bit地址一定是物理地址。'}","[""C""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
841,29075619_412359,Pm_412359,U_29075619,0,1,0.0,2020-06-19 15:31:10,K_物理地址_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,以下说法中，不正确的是（    ）,"{'A': '每个内存单元在整个内存空间中都具有惟一的地址', 'B': '8088/8086CPU系统中，每个内存单元地址都可以表示为32位的逻辑地址。', 'C': '在8088/8086CPU系统中，偏移地址可以是16bit或8bit，但段基地址必须是16bit。', 'D': '在8088/8086CPU系统中，20bit地址一定是物理地址。'}","[""C""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
842,29075619_412360,Pm_412360,U_29075619,1,1,1.0,2020-06-19 15:31:28,K_数据段_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,以下说法中，不正确的是（  ）,"{'A': '每个内存单元中都只存放8bit二进制数', 'B': '程序执行的顺序由CS和IP决定；', 'C': '程序执行的数据可以存放在数据段、附加段或堆栈段中；', 'D': '不同类型的逻辑段必须占有不同的内存空间。'}","[""D""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
844,29207061_146660,Pm_146660,U_29207061,1,1,1.0,2020-06-14 00:49:36,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,在CentOS中，默认情况下，虚拟用户的UID范围是:,"{'A': '1-499', 'B': '0-499', 'C': '0-500', 'D': '500以后'}","[""A""]",1.0,1.0,单选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
845,29207061_146661,Pm_146661,U_29207061,0,1,0.0,2020-06-14 00:49:57,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的用户，描述错误的是：,"{'A': '虚拟用户是给系统的访客使用的', 'B': '根用户的UID是固定的', 'C': '虚拟用户使用的默认Shell是BASH', 'D': 'Linux是通过用户名来识别用户的身份的', 'E': '普通用户对系统有只有有限的权限'}","[""A"", ""C""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
846,29207061_146661,Pm_146661,U_29207061,0,1,0.0,2020-06-14 00:49:57,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的用户，描述错误的是：,"{'A': '虚拟用户是给系统的访客使用的', 'B': '根用户的UID是固定的', 'C': '虚拟用户使用的默认Shell是BASH', 'D': 'Linux是通过用户名来识别用户的身份的', 'E': '普通用户对系统有只有有限的权限'}","[""A"", ""C""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
847,29207061_146662,Pm_146662,U_29207061,1,1,2.0,2020-06-14 00:50:23,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于Linux中的用户组，描述错误的是：,"{'A': '用户组的身份标识叫做GID', 'B': '一个用户只能从属于一个用户组', 'C': '一个用户组能够包含多个用户', 'D': '在同一时刻，一个用户的主用户组只能有一个', 'E': '每个用户都必定从属于一个与用户同名的独立的私有用户组'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
848,29207061_146662,Pm_146662,U_29207061,1,1,2.0,2020-06-14 00:50:23,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于Linux中的用户组，描述错误的是：,"{'A': '用户组的身份标识叫做GID', 'B': '一个用户只能从属于一个用户组', 'C': '一个用户组能够包含多个用户', 'D': '在同一时刻，一个用户的主用户组只能有一个', 'E': '每个用户都必定从属于一个与用户同名的独立的私有用户组'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
849,29207061_146662,Pm_146662,U_29207061,1,1,2.0,2020-06-14 00:50:23,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于Linux中的用户组，描述错误的是：,"{'A': '用户组的身份标识叫做GID', 'B': '一个用户只能从属于一个用户组', 'C': '一个用户组能够包含多个用户', 'D': '在同一时刻，一个用户的主用户组只能有一个', 'E': '每个用户都必定从属于一个与用户同名的独立的私有用户组'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
850,29207061_146662,Pm_146662,U_29207061,1,1,2.0,2020-06-14 00:50:23,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于Linux中的用户组，描述错误的是：,"{'A': '用户组的身份标识叫做GID', 'B': '一个用户只能从属于一个用户组', 'C': '一个用户组能够包含多个用户', 'D': '在同一时刻，一个用户的主用户组只能有一个', 'E': '每个用户都必定从属于一个与用户同名的独立的私有用户组'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
851,29207061_146663,Pm_146663,U_29207061,0,1,0.0,2020-06-14 00:50:30,K_文件属性_计算机科学与技术,管好用户--管好用户测试,用户的主用户组属性将影响到：,"{'A': '用户创建的文件属性', 'B': '用户对于文件的访问权限', 'C': '用户是否为虚拟用户', 'D': '用户能否被删除'}","[""A"", ""B""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
852,29207061_146663,Pm_146663,U_29207061,0,1,0.0,2020-06-14 00:50:30,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,用户的主用户组属性将影响到：,"{'A': '用户创建的文件属性', 'B': '用户对于文件的访问权限', 'C': '用户是否为虚拟用户', 'D': '用户能否被删除'}","[""A"", ""B""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
853,29207061_146664,Pm_146664,U_29207061,1,1,2.0,2020-06-14 00:50:45,K_用户组_计算机科学与技术,管好用户--管好用户测试,id命令能够查看的用户信息有：,"{'A': '用户的创建时间', 'B': '用户的主用户组', 'C': '用户从属的用户组名', 'D': '用户家目录'}","[""B"", ""C""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
855,29207061_146666,Pm_146666,U_29207061,0,1,0.0,2020-06-14 00:51:58,K_登录_计算机科学与技术,管好用户--管好用户测试,假设目前我们以nboocer用户登录系统，处在nboocer用户的家目录下，现在要切换到root用户，下面描述正确的是：,"{'A': '使用 su root 切换，需要输入root用户密码，切换后处在root用户家目录中。', 'B': '使用 su - root 切换，需要输入root用户密码，切换后处在root用户家目录中', 'C': '使用 su -l root 切换，需要输入root用户密码，切换后处在root用户家目录中', 'D': '使用 su root 切换，需要输入nboocer用户密码，切换后处在nboocer家目录中', 'E': '使用 su - root 切换，需要输入nboocer用户密码，切换后处在root用户家目录中'}","[""B"", ""C""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
856,29207061_146667,Pm_146667,U_29207061,1,1,2.0,2020-06-14 00:52:25,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,关于切换用户命令su，下面描述正确的是：,"{'A': '由根用户切换普通用户时需要输入用户密码', 'B': '由普通用户切换根用户时需要输入用户密码', 'C': '由普通用户之间相互切换时需要输入用户密码', 'D': '由根用户切换为虚拟用户时需要输入用户密码', 'E': '切换用户身份后，对系统的访问权限也随之改变'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
857,29207061_146667,Pm_146667,U_29207061,1,1,2.0,2020-06-14 00:52:25,K_切换用户_计算机科学与技术,管好用户--管好用户测试,关于切换用户命令su，下面描述正确的是：,"{'A': '由根用户切换普通用户时需要输入用户密码', 'B': '由普通用户切换根用户时需要输入用户密码', 'C': '由普通用户之间相互切换时需要输入用户密码', 'D': '由根用户切换为虚拟用户时需要输入用户密码', 'E': '切换用户身份后，对系统的访问权限也随之改变'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
858,29207061_146667,Pm_146667,U_29207061,1,1,2.0,2020-06-14 00:52:25,K_切换用户_计算机科学与技术,管好用户--管好用户测试,关于切换用户命令su，下面描述正确的是：,"{'A': '由根用户切换普通用户时需要输入用户密码', 'B': '由普通用户切换根用户时需要输入用户密码', 'C': '由普通用户之间相互切换时需要输入用户密码', 'D': '由根用户切换为虚拟用户时需要输入用户密码', 'E': '切换用户身份后，对系统的访问权限也随之改变'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
859,29207061_146668,Pm_146668,U_29207061,0,1,0.0,2020-06-14 00:52:46,K_登录_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的usermod命令，下面描述正确的是：,"{'A': '用-u选项修改用户的UID时，必须确保这个UID未曾被别人使用', 'B': '用–G来修改用户的从属用户组的时候，如果用户组不存在，Linux会自动创建这个用户组', 'C': '在用户已经登录系统的情况下，无法修改用户的UID', 'D': '在用户已经登录系统的情况下，可以用-l选项修改用户的用户名', 'E': '用-d选项修改用户的家目录时，必须确保要指定的目录已经存在'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
860,29207061_146668,Pm_146668,U_29207061,0,1,0.0,2020-06-14 00:52:46,K_登录_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的usermod命令，下面描述正确的是：,"{'A': '用-u选项修改用户的UID时，必须确保这个UID未曾被别人使用', 'B': '用–G来修改用户的从属用户组的时候，如果用户组不存在，Linux会自动创建这个用户组', 'C': '在用户已经登录系统的情况下，无法修改用户的UID', 'D': '在用户已经登录系统的情况下，可以用-l选项修改用户的用户名', 'E': '用-d选项修改用户的家目录时，必须确保要指定的目录已经存在'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
861,29207061_146668,Pm_146668,U_29207061,0,1,0.0,2020-06-14 00:52:46,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的usermod命令，下面描述正确的是：,"{'A': '用-u选项修改用户的UID时，必须确保这个UID未曾被别人使用', 'B': '用–G来修改用户的从属用户组的时候，如果用户组不存在，Linux会自动创建这个用户组', 'C': '在用户已经登录系统的情况下，无法修改用户的UID', 'D': '在用户已经登录系统的情况下，可以用-l选项修改用户的用户名', 'E': '用-d选项修改用户的家目录时，必须确保要指定的目录已经存在'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
863,29207061_146670,Pm_146670,U_29207061,0,1,0.0,2020-06-14 00:53:17,K_登录_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的修改用户组命令groupmod，下面描述正确的是：,"{'A': '随意更改用户组的 GID可能会造成系统混乱', 'B': '带选项–n可以修改用户组名', 'C': '更改用户组名可能会造成系统混乱', 'D': '如果有用户将某用户组作为其主用户组，那么在用户已经登录系统的情况下，无法修改这个用户组名'}","[""A"", ""B""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
864,29207061_146671,Pm_146671,U_29207061,0,1,0.0,2020-06-14 00:53:36,K_系统管理员_计算机科学与技术,管好用户--管好用户测试,下面关于Linux系统用户管理的说法，哪些是错误的？,"{'A': '作为掌握根用户口令系统管理员，理论上最好只有一个', 'B': '要执行一个根用户才有权限执行的命令，必须先切换为根用户身份', 'C': '可以通过某种方法分配给普通用户一些合理的根用户“权力”', 'D': '系统中的根用户只能有一个', 'E': '要与其他人共享根用户权限，就需要告诉他根用户密码'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
